claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_atomic_roi_LH_DefaultA_pCunPCC_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,LH_DefaultA_pCunPCC_1,LH,DefaultA,precuneus_pcc,DefaultA,,cingulate,lower,t,-20.181143235977903,-0.9352492988153795,-20.181143235977903,1.3437173860472144e-80,1.1309621332564055e-79,"AD is associated with lower LH_DefaultA_pCunPCC_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_DefaultA_pCunPCC_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_atomic_roi_RH_ContB_Temp_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,RH_ContB_Temp_2,RH,ContB,temporal,ContB,,temporal,lower,t,-20.175172604002505,-0.9355248724310979,-20.175172604002505,1.478566469672074e-80,1.1946817074950358e-79,"AD is associated with lower RH_ContB_Temp_2 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_ContB_Temp_2 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_atomic_roi_LH_ContA_IPS_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,LH_ContA_IPS_1,LH,ContA,intraparietal_sulcus,ContA,,parietal,lower,t,-20.002702463193703,-0.9320574969920788,-20.002702463193703,2.325376621914491e-79,1.806638760102797e-78,"AD is associated with lower LH_ContA_IPS_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_ContA_IPS_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_atomic_roi_RH_TempPar_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,RH_TempPar_2,RH,TempPar,unknown_subregion,TempPar,,unknown,lower,t,-19.919197935858993,-0.9257438195296117,-19.919197935858993,8.784509857762085e-79,6.572114782473856e-78,"AD is associated with lower RH_TempPar_2 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_TempPar_2 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_atomic_roi_RH_ContB_IPL_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,RH_ContB_IPL_1,RH,ContB,inferior_parietal,ContB,,parietal,lower,t,-19.78644754509906,-0.9191431880866116,-19.78644754509906,7.218190534489439e-78,5.207408885595953e-77,"AD is associated with lower RH_ContB_IPL_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_ContB_IPL_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_atomic_roi_LH_SalVentAttnB_PFCl_1,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,LH_SalVentAttnB_PFCl_1,LH,SalVentAttnB,prefrontal,SalVentAttnB,,frontal,lower,t,-19.402063362065242,-0.8986171504743042,-19.402063362065242,3.0651495336799693e-75,2.135035192425358e-74,"AD is associated with lower LH_SalVentAttnB_PFCl_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_SalVentAttnB_PFCl_1 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_atomic_roi_RH_ContB_IPL_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,RH_ContB_IPL_2,RH,ContB,inferior_parietal,ContB,,parietal,lower,t,-19.29057912503311,-0.902115226247379,-19.29057912503311,1.749278860523697e-74,1.177847766085956e-73,"AD is associated with lower RH_ContB_IPL_2 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_ContB_IPL_2 Schaefer 200 17-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_group_summary_DefaultB,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,group_summary,group_enrichment,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,,,DefaultB,temporal,DefaultB,Default,temporal,lower,mean_abs_t,24.41496853470636,-1.068703890234745,,,,"AD-versus-CN effects are concentrated in Default B network parcels, where 6/6 regions meet support criteria.","AD-versus-CN effects are concentrated in Default B network parcels, where 6/6 regions meet support criteria.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_group_summary_LimbicA,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,group_summary,group_enrichment,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,,,LimbicA,temporal_pole,LimbicA,Limbic,temporal,lower,mean_abs_t,23.281880947487707,-1.0235388178560052,,,,"AD-versus-CN effects are concentrated in Limbic A network parcels, where 6/8 regions meet support criteria.","AD-versus-CN effects are concentrated in Limbic A network parcels, where 6/8 regions meet support criteria.",True,supported
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3_group_summary_ContB,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_17_DX_CN_AD_60b272e3d3,group_summary,group_enrichment,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_17,thickness,spm_cat12,schaefer200_17network,diagnosis_binary_ad_cn,age; sex; education,1554,202,,,ContB,temporal,ContB,Cont,temporal,lower,mean_abs_t,21.801426665112647,-0.9903419587638504,,,,"AD-versus-CN effects are concentrated in Control B network parcels, where 2/3 regions meet support criteria.","AD-versus-CN effects are concentrated in Control B network parcels, where 2/3 regions meet support criteria.",True,supported
